Metric,Dataset,Model,Method,ScoreType,Score
XComet XXL,wmt14_csen,Gemma 2 9B,PPL,Detrended,0.33021051206369
XComet XXL,wmt14_csen,Gemma 2 9B,MTE,Raw,0.3459567441101621
XComet XXL,wmt14_csen,Gemma 2 9B,MTE,Detrended,0.3701072421684996
XComet XXL,wmt14_csen,Gemma 2 9B,MCSE,Raw,0.1472689925721333
XComet XXL,wmt14_csen,Gemma 2 9B,MCSE,Detrended,0.22994375020211424
XComet XXL,wmt14_csen,Gemma 2 9B,MCNSE,Raw,0.2778769453675052
XComet XXL,wmt14_csen,Gemma 2 9B,MCNSE,Detrended,0.27533604080606855
XComet XXL,wmt14_csen,Gemma 2 9B,LSRL,Raw,0.2603731807893013
XComet XXL,wmt14_csen,Gemma 2 9B,LSRL,Detrended,0.24530524413962668
XComet XXL,wmt14_deen,Gemma 2 9B,MSP,Raw,0.35407566799380386
XComet XXL,wmt14_deen,Gemma 2 9B,MSP,Detrended,0.38267130461056337
XComet XXL,wmt14_deen,Gemma 2 9B,PPL,Raw,0.33800115250731944
XComet XXL,wmt14_deen,Gemma 2 9B,PPL,Detrended,0.36689161417432115
XComet XXL,wmt14_deen,Gemma 2 9B,MTE,Raw,0.3266780871269261
XComet XXL,wmt14_deen,Gemma 2 9B,MTE,Detrended,0.3828970840599332
XComet XXL,wmt14_deen,Gemma 2 9B,MCSE,Raw,0.2982886683967705
XComet XXL,wmt14_deen,Gemma 2 9B,MCSE,Detrended,0.3234806895432507
XComet XXL,wmt14_deen,Gemma 2 9B,MCNSE,Raw,0.33620367207037416
XComet XXL,wmt14_deen,Gemma 2 9B,MCNSE,Detrended,0.33276239392385304
XComet XXL,wmt14_deen,Gemma 2 9B,LSRL,Raw,0.2998277438684456
XComet XXL,wmt14_deen,Gemma 2 9B,LSRL,Detrended,0.28431749340812396
XComet XXL,wmt14_ruen,Gemma 2 9B,MSP,Raw,0.3909444623413618
XComet XXL,wmt14_ruen,Gemma 2 9B,MSP,Detrended,0.38220342405731567
XComet XXL,wmt14_ruen,Gemma 2 9B,PPL,Raw,0.2924038713492618
XComet XXL,wmt14_ruen,Gemma 2 9B,PPL,Detrended,0.4481441614349548
XComet XXL,wmt14_ruen,Gemma 2 9B,MTE,Raw,0.28594373836647013
XComet XXL,wmt14_ruen,Gemma 2 9B,MTE,Detrended,0.4757122991395496
XComet XXL,wmt14_ruen,Gemma 2 9B,MCSE,Raw,0.3377069743462151
XComet XXL,wmt14_ruen,Gemma 2 9B,MCSE,Detrended,0.34077783284551166
XComet XXL,wmt14_ruen,Gemma 2 9B,MCNSE,Raw,0.3255931763494626
XComet XXL,wmt14_ruen,Gemma 2 9B,MCNSE,Detrended,0.4010768150640309
XComet XXL,wmt14_ruen,Gemma 2 9B,LSRL,Raw,0.3032637870373473
XComet XXL,wmt14_ruen,Gemma 2 9B,LSRL,Detrended,0.38269856040798106
XComet XXL,wmt14_fren,Gemma 2 9B,MSP,Raw,0.27432676009771245
XComet XXL,wmt14_fren,Gemma 2 9B,MSP,Detrended,0.2916149654692624
XComet XXL,wmt14_fren,Gemma 2 9B,PPL,Raw,0.25123255215229445
XComet XXL,wmt14_fren,Gemma 2 9B,PPL,Detrended,0.30405845379218394
XComet XXL,wmt14_fren,Gemma 2 9B,MTE,Raw,0.2547176138694805
XComet XXL,wmt14_fren,Gemma 2 9B,MTE,Detrended,0.34251756751415213
XComet XXL,wmt14_fren,Gemma 2 9B,MCSE,Raw,0.2642390719774707
XComet XXL,wmt14_fren,Gemma 2 9B,MCSE,Detrended,0.25759979295655905
XComet XXL,wmt14_fren,Gemma 2 9B,MCNSE,Raw,0.2469436306212345
XComet XXL,wmt14_fren,Gemma 2 9B,MCNSE,Detrended,0.27172606257972215
XComet XXL,wmt14_fren,Gemma 2 9B,LSRL,Raw,0.2041407784711054
XComet XXL,wmt14_fren,Gemma 2 9B,LSRL,Detrended,0.19367474202279517
XComet XXL,wmt19_deen,Gemma 2 9B,MSP,Raw,0.3435827600727535
XComet XXL,wmt19_deen,Gemma 2 9B,MSP,Detrended,0.37659335100265995
XComet XXL,wmt19_deen,Gemma 2 9B,PPL,Raw,0.33055658586122993
XComet XXL,wmt19_deen,Gemma 2 9B,PPL,Detrended,0.3467474779638654
XComet XXL,wmt19_deen,Gemma 2 9B,MTE,Raw,0.32112895186564333
XComet XXL,wmt19_deen,Gemma 2 9B,MTE,Detrended,0.36999993099089334
XComet XXL,wmt19_deen,Gemma 2 9B,MCSE,Raw,0.2747004497477272
XComet XXL,wmt19_deen,Gemma 2 9B,MCSE,Detrended,0.3331950182314506
XComet XXL,wmt19_deen,Gemma 2 9B,MCNSE,Raw,0.31780321683931717
XComet XXL,wmt19_deen,Gemma 2 9B,MCNSE,Detrended,0.3307407559042026
XComet XXL,wmt19_deen,Gemma 2 9B,LSRL,Raw,0.27763536185733556
XComet XXL,wmt19_deen,Gemma 2 9B,LSRL,Detrended,0.2618393780986261
XComet XXL,wmt19_fien,Gemma 2 9B,MSP,Raw,0.0011029986748285069
XComet XXL,wmt19_fien,Gemma 2 9B,MSP,Detrended,0.2866390015940686
XComet XXL,wmt19_fien,Gemma 2 9B,PPL,Raw,0.37275884522611663
XComet XXL,wmt19_fien,Gemma 2 9B,PPL,Detrended,0.3719753840038887
XComet XXL,wmt19_fien,Gemma 2 9B,MTE,Raw,0.4152822021226535
XComet XXL,wmt19_fien,Gemma 2 9B,MTE,Detrended,0.4025237261881218
XComet XXL,wmt19_fien,Gemma 2 9B,MCSE,Raw,-0.06962059485859162
XComet XXL,wmt19_fien,Gemma 2 9B,MCSE,Detrended,0.19762179277045044
XComet XXL,wmt19_fien,Gemma 2 9B,MCNSE,Raw,0.288065084017937
XComet XXL,wmt19_fien,Gemma 2 9B,MCNSE,Detrended,0.28900858813815933
XComet XXL,wmt19_fien,Gemma 2 9B,LSRL,Raw,0.2916635330866386
XComet XXL,wmt19_fien,Gemma 2 9B,LSRL,Detrended,0.3158667598618649
XComet XXL,wmt19_lten,Gemma 2 9B,MSP,Raw,0.14712441032203508
XComet XXL,wmt19_lten,Gemma 2 9B,MSP,Detrended,0.21676280665477948
XComet XXL,wmt19_lten,Gemma 2 9B,PPL,Raw,0.2809295613709195
XComet XXL,wmt19_lten,Gemma 2 9B,PPL,Detrended,0.2839148315006509
XComet XXL,wmt19_lten,Gemma 2 9B,MTE,Raw,0.29375108592832755
XComet XXL,wmt19_lten,Gemma 2 9B,MTE,Detrended,0.3097465636453655
XComet XXL,wmt19_lten,Gemma 2 9B,MCSE,Raw,0.08846689585202154
XComet XXL,wmt19_lten,Gemma 2 9B,MCSE,Detrended,0.11688329712393233
XComet XXL,wmt19_lten,Gemma 2 9B,MCNSE,Raw,0.18570671994349744
XComet XXL,wmt19_lten,Gemma 2 9B,MCNSE,Detrended,0.18554995286183315
XComet XXL,wmt19_lten,Gemma 2 9B,LSRL,Raw,0.186280277420674
XComet XXL,wmt19_lten,Gemma 2 9B,LSRL,Detrended,0.1639575179000452
XComet XXL,wmt19_ruen,Gemma 2 9B,MSP,Raw,0.3494392744003449
XComet XXL,wmt19_ruen,Gemma 2 9B,MSP,Detrended,0.3349752974226339
XComet XXL,wmt19_ruen,Gemma 2 9B,PPL,Raw,0.27282370990785176
XComet XXL,wmt19_ruen,Gemma 2 9B,PPL,Detrended,0.32799052691518427
XComet XXL,wmt19_ruen,Gemma 2 9B,MTE,Raw,0.27127584098233554
XComet XXL,wmt19_ruen,Gemma 2 9B,MTE,Detrended,0.37434672167408917
XComet XXL,wmt19_ruen,Gemma 2 9B,MCSE,Raw,0.32321841726971035
XComet XXL,wmt19_ruen,Gemma 2 9B,MCSE,Detrended,0.32466481470318387
XComet XXL,wmt19_ruen,Gemma 2 9B,MCNSE,Raw,0.3291158627770186
XComet XXL,wmt19_ruen,Gemma 2 9B,MCNSE,Detrended,0.3611335074442209
XComet XXL,wmt19_ruen,Gemma 2 9B,LSRL,Raw,0.271878408927325
XComet XXL,wmt19_ruen,Gemma 2 9B,LSRL,Detrended,0.2871355792412423
XComet XXL,wmt14_csen,EuroLLM 9B,MSP,Raw,0.13321774098202674
XComet XXL,wmt14_csen,EuroLLM 9B,MSP,Detrended,0.2372819640765912
XComet XXL,wmt14_csen,EuroLLM 9B,PPL,Raw,0.39409779777154713
XComet XXL,wmt14_csen,EuroLLM 9B,PPL,Detrended,0.4117231880242297
XComet XXL,wmt14_csen,EuroLLM 9B,MTE,Raw,0.4337246826060549
XComet XXL,wmt14_csen,EuroLLM 9B,MTE,Detrended,0.461600751657049
XComet XXL,wmt14_csen,EuroLLM 9B,MCSE,Raw,0.18530660043926425
XComet XXL,wmt14_csen,EuroLLM 9B,MCSE,Detrended,0.3074645476138914
XComet XXL,wmt14_csen,EuroLLM 9B,MCNSE,Raw,0.19057394356766935
XComet XXL,wmt14_csen,EuroLLM 9B,MCNSE,Detrended,0.18309130247687758
XComet XXL,wmt14_csen,EuroLLM 9B,LSRL,Raw,0.23011901685344402
XComet XXL,wmt14_csen,EuroLLM 9B,LSRL,Detrended,0.22910890345747367
XComet XXL,wmt14_deen,EuroLLM 9B,MSP,Raw,0.3081182631352261
XComet XXL,wmt14_deen,EuroLLM 9B,MSP,Detrended,0.38401506584025846
XComet XXL,wmt14_deen,EuroLLM 9B,PPL,Raw,0.40499399875758046
XComet XXL,wmt14_deen,EuroLLM 9B,PPL,Detrended,0.4347292293270691
XComet XXL,wmt14_deen,EuroLLM 9B,MTE,Raw,0.41732623167412114
XComet XXL,wmt14_deen,EuroLLM 9B,MTE,Detrended,0.4624546265517517
XComet XXL,wmt14_deen,EuroLLM 9B,MCSE,Raw,0.3053698011866548
XComet XXL,wmt14_deen,EuroLLM 9B,MCSE,Detrended,0.3649494081970458
XComet XXL,wmt14_deen,EuroLLM 9B,MCNSE,Raw,0.27707394738027824
XComet XXL,wmt14_deen,EuroLLM 9B,MCNSE,Detrended,0.2809658334113987
XComet XXL,wmt14_deen,EuroLLM 9B,LSRL,Raw,0.28220870271019155
XComet XXL,wmt14_deen,EuroLLM 9B,LSRL,Detrended,0.2802183453336631
XComet XXL,wmt14_ruen,EuroLLM 9B,MSP,Raw,0.3791069271308132
XComet XXL,wmt14_ruen,EuroLLM 9B,MSP,Detrended,0.42489471662519
XComet XXL,wmt14_ruen,EuroLLM 9B,PPL,Raw,0.37530305048974666
XComet XXL,wmt14_ruen,EuroLLM 9B,PPL,Detrended,0.4993543671637666
XComet XXL,wmt14_ruen,EuroLLM 9B,MTE,Raw,0.3889944159080252
XComet XXL,wmt14_ruen,EuroLLM 9B,MTE,Detrended,0.510846538013669
XComet XXL,wmt14_ruen,EuroLLM 9B,MCSE,Raw,0.34847931900174856
XComet XXL,wmt14_ruen,EuroLLM 9B,MCSE,Detrended,0.38292561971318356
XComet XXL,wmt14_ruen,EuroLLM 9B,MCNSE,Raw,0.2290597311379456
XComet XXL,wmt14_ruen,EuroLLM 9B,MCNSE,Detrended,0.28903403249679177
XComet XXL,wmt14_ruen,EuroLLM 9B,LSRL,Raw,0.21782940809979828
XComet XXL,wmt14_ruen,EuroLLM 9B,LSRL,Detrended,0.25802118979672284
XComet XXL,wmt14_fren,EuroLLM 9B,MSP,Raw,0.20532871800014857
XComet XXL,wmt14_fren,EuroLLM 9B,MSP,Detrended,0.24758726016984103
XComet XXL,wmt14_fren,EuroLLM 9B,PPL,Raw,0.3277319240924205
XComet XXL,wmt14_fren,EuroLLM 9B,PPL,Detrended,0.37327909583827484
XComet XXL,wmt14_fren,EuroLLM 9B,MTE,Raw,0.3454074425549853
XComet XXL,wmt14_fren,EuroLLM 9B,MTE,Detrended,0.4172405121276427
XComet XXL,wmt14_fren,EuroLLM 9B,MCSE,Raw,0.26309516256765547
XComet XXL,wmt14_fren,EuroLLM 9B,MCSE,Detrended,0.3312275474337681
XComet XXL,wmt14_fren,EuroLLM 9B,MCNSE,Raw,0.171044911137391
XComet XXL,wmt14_fren,EuroLLM 9B,MCNSE,Detrended,0.1733242923799533
XComet XXL,wmt14_fren,EuroLLM 9B,LSRL,Raw,0.22894775933975434
XComet XXL,wmt14_fren,EuroLLM 9B,LSRL,Detrended,0.22894404090975784
XComet XXL,wmt19_deen,EuroLLM 9B,MSP,Raw,0.26753748203546546
XComet XXL,wmt19_deen,EuroLLM 9B,MSP,Detrended,0.38334187295722433
XComet XXL,wmt19_deen,EuroLLM 9B,PPL,Raw,0.4251876750896089
XComet XXL,wmt19_deen,EuroLLM 9B,PPL,Detrended,0.43698903343318923
XComet XXL,wmt19_deen,EuroLLM 9B,MTE,Raw,0.430083762738799
XComet XXL,wmt19_deen,EuroLLM 9B,MTE,Detrended,0.47252837979024215
XComet XXL,wmt19_deen,EuroLLM 9B,MCSE,Raw,0.30255049895491887
XComet XXL,wmt19_deen,EuroLLM 9B,MCSE,Detrended,0.38448079332300317
XComet XXL,wmt19_deen,EuroLLM 9B,MCNSE,Raw,0.2591948357721238
XComet XXL,wmt19_deen,EuroLLM 9B,MCNSE,Detrended,0.2544144352785785
XComet XXL,wmt19_deen,EuroLLM 9B,LSRL,Raw,0.28345379491633965
XComet XXL,wmt19_deen,EuroLLM 9B,LSRL,Detrended,0.2839005029544851
XComet XXL,wmt19_fien,EuroLLM 9B,MSP,Raw,-0.027130416289667482
XComet XXL,wmt19_fien,EuroLLM 9B,MSP,Detrended,0.26124777361941426
XComet XXL,wmt19_fien,EuroLLM 9B,PPL,Raw,0.39730126954664835
XComet XXL,wmt19_fien,EuroLLM 9B,PPL,Detrended,0.38399555805630026
XComet XXL,wmt19_fien,EuroLLM 9B,MTE,Raw,0.448391650602249
XComet XXL,wmt19_fien,EuroLLM 9B,MTE,Detrended,0.4210825132871022
XComet XXL,wmt19_fien,EuroLLM 9B,MCSE,Raw,-0.00918382514083202
XComet XXL,wmt19_fien,EuroLLM 9B,MCSE,Detrended,0.27902900324863134
XComet XXL,wmt19_fien,EuroLLM 9B,MCNSE,Raw,0.30045605442979145
XComet XXL,wmt19_fien,EuroLLM 9B,MCNSE,Detrended,0.27617805720587013
XComet XXL,wmt19_fien,EuroLLM 9B,LSRL,Raw,0.2418297291577639
XComet XXL,wmt19_fien,EuroLLM 9B,LSRL,Detrended,0.26153568393056864
XComet XXL,wmt19_lten,EuroLLM 9B,MSP,Raw,0.05758879657389561
XComet XXL,wmt19_lten,EuroLLM 9B,MSP,Detrended,0.18900086225984897
XComet XXL,wmt19_lten,EuroLLM 9B,PPL,Raw,0.33093575357351634
XComet XXL,wmt19_lten,EuroLLM 9B,PPL,Detrended,0.33631516707582493
XComet XXL,wmt19_lten,EuroLLM 9B,MTE,Raw,0.38576162370850386
XComet XXL,wmt19_lten,EuroLLM 9B,MTE,Detrended,0.38072427624585703
XComet XXL,wmt19_lten,EuroLLM 9B,MCSE,Raw,0.07966278203855363
XComet XXL,wmt19_lten,EuroLLM 9B,MCSE,Detrended,0.20045984852211696
XComet XXL,wmt19_lten,EuroLLM 9B,MCNSE,Raw,0.22494288899372542
XComet XXL,wmt19_lten,EuroLLM 9B,MCNSE,Detrended,0.19289214885237266
XComet XXL,wmt19_lten,EuroLLM 9B,LSRL,Raw,0.1809887016738711
XComet XXL,wmt19_lten,EuroLLM 9B,LSRL,Detrended,0.18469166099804046
XComet XXL,wmt19_ruen,EuroLLM 9B,MSP,Raw,0.3551658094709073
XComet XXL,wmt19_ruen,EuroLLM 9B,MSP,Detrended,0.3653914570148071
XComet XXL,wmt19_ruen,EuroLLM 9B,PPL,Raw,0.31387934880078583
XComet XXL,wmt19_ruen,EuroLLM 9B,PPL,Detrended,0.3897047436839679
XComet XXL,wmt19_ruen,EuroLLM 9B,MTE,Raw,0.3222042364617473
XComet XXL,wmt19_ruen,EuroLLM 9B,MTE,Detrended,0.43998505683203293
XComet XXL,wmt19_ruen,EuroLLM 9B,MCSE,Raw,0.33678585708259895
XComet XXL,wmt19_ruen,EuroLLM 9B,MCSE,Detrended,0.32217678746504397
XComet XXL,wmt19_ruen,EuroLLM 9B,MCNSE,Raw,0.21204330485697737
XComet XXL,wmt19_ruen,EuroLLM 9B,MCNSE,Detrended,0.2581751744912333
XComet XXL,wmt19_ruen,EuroLLM 9B,LSRL,Raw,0.18381014807763998
XComet XXL,wmt19_ruen,EuroLLM 9B,LSRL,Detrended,0.2175335467687962
MetricX-XXL,wmt14_csen,Llama 3.1 8B,MSP,Raw,0.2145477605731123
MetricX-XXL,wmt14_csen,Llama 3.1 8B,MSP,Detrended,0.39600037732756665
MetricX-XXL,wmt14_csen,Llama 3.1 8B,PPL,Raw,0.4293837205662254
MetricX-XXL,wmt14_csen,Llama 3.1 8B,PPL,Detrended,0.4841096768215809
MetricX-XXL,wmt14_csen,Llama 3.1 8B,MTE,Raw,0.4749132755064228
MetricX-XXL,wmt14_csen,Llama 3.1 8B,MTE,Detrended,0.5368657984988543
MetricX-XXL,wmt14_csen,Llama 3.1 8B,MCSE,Raw,0.15690822671599486
MetricX-XXL,wmt14_csen,Llama 3.1 8B,MCSE,Detrended,0.2924309635788915
MetricX-XXL,wmt14_csen,Llama 3.1 8B,MCNSE,Raw,0.4227659830612571
MetricX-XXL,wmt14_csen,Llama 3.1 8B,MCNSE,Detrended,0.42483218356295216
MetricX-XXL,wmt14_csen,Llama 3.1 8B,LSRL,Raw,0.3945348402223537
MetricX-XXL,wmt14_csen,Llama 3.1 8B,LSRL,Detrended,0.3796513034046092
MetricX-XXL,wmt14_deen,Llama 3.1 8B,MSP,Raw,0.22471368018385024
MetricX-XXL,wmt14_deen,Llama 3.1 8B,MSP,Detrended,0.4218511225689821
MetricX-XXL,wmt14_deen,Llama 3.1 8B,PPL,Raw,0.4496920876625436
MetricX-XXL,wmt14_deen,Llama 3.1 8B,PPL,Detrended,0.47271756595770353
MetricX-XXL,wmt14_deen,Llama 3.1 8B,MTE,Raw,0.47661987173850395
MetricX-XXL,wmt14_deen,Llama 3.1 8B,MTE,Detrended,0.5143989232018757
MetricX-XXL,wmt14_deen,Llama 3.1 8B,MCSE,Raw,0.14009450492375244
MetricX-XXL,wmt14_deen,Llama 3.1 8B,MCSE,Detrended,0.2912301540660173
MetricX-XXL,wmt14_deen,Llama 3.1 8B,MCNSE,Raw,0.3779153531416084
MetricX-XXL,wmt14_deen,Llama 3.1 8B,MCNSE,Detrended,0.3796963924127393
MetricX-XXL,wmt14_deen,Llama 3.1 8B,LSRL,Raw,0.3544234494071448
MetricX-XXL,wmt14_deen,Llama 3.1 8B,LSRL,Detrended,0.3513979231759023
MetricX-XXL,wmt14_ruen,Llama 3.1 8B,MSP,Raw,0.3133775944176267
MetricX-XXL,wmt14_ruen,Llama 3.1 8B,MSP,Detrended,0.4362144666039458
MetricX-XXL,wmt14_ruen,Llama 3.1 8B,PPL,Raw,0.4135414522747371
MetricX-XXL,wmt14_ruen,Llama 3.1 8B,PPL,Detrended,0.48526593197862805
MetricX-XXL,wmt14_ruen,Llama 3.1 8B,MTE,Raw,0.45893218590588136
